car_name,kms_driven,fuel_type,transmission,ownership,manufacture,engine,Seats,car_prices_in_rupee
Honda City i VTEC CVT VX,"79,165 kms",Petrol,Automatic,2nd Owner,2015,1199 cc,5 Seats,6.57 Lakh
Toyota Etios Liva G,"1,38,094 kms",Petrol,Manual,2nd Owner,2011,799 cc,5 Seats,2.14 Lakh
Hyundai i20 1.2 Magna Executive,"43,993 kms",Petrol,Manual,2nd Owner,2018,998 cc,5 Seats,5.18 Lakh
Mahindra XUV500 W8 2WD,"77,494 kms",Diesel,Manual,2nd Owner,2012,1461 cc,5 Seats,4.91 Lakh
Maruti Alto 800 LXI,"33,880 kms",Petrol,Manual,1st Owner,2019,1956 cc,5 Seats,2.99 Lakh
Hyundai i10 Magna 1.1L,"98,223 kms",Petrol,Manual,2nd Owner,2012,1198 cc,5 Seats,2.23 Lakh
Hyundai Verna 1.6 SX,"90,387 kms",Diesel,Manual,1st Owner,2012,998 cc,5 Seats,4.16 Lakh
Tata Tiago 1.2 Revotron XZ,"80,176 kms",Petrol,Manual,1st Owner,2018,998 cc,5 Seats,4.04 Lakh
Renault KWID RXL,"72,685 kms",Petrol,Manual,1st Owner,2016,1582 cc,7 Seats,2.37 Lakh
Maruti Wagon R LXI BS IV,"42,090 kms",Petrol,Manual,1st Owner,2013,999 cc,5 Seats,2.39 Lakh
Renault Duster 110PS Diesel RxL,"1,11,332 kms",Diesel,Manual,2nd Owner,2013,1086 cc,5 Seats,3.50 Lakh
MG Hector Sharp Diesel MT BSIV,"32,744 kms",Diesel,Manual,2nd Owner,2019,1193 cc,5 Seats,15.68 Lakh
Nissan Micra XL,"47,910 kms",Petrol,Manual,3rd Owner,2011,1248 cc,5 Seats,2.07 Lakh
Maruti Wagon R VXI BS IV,"98,466 kms",Petrol,Manual,1st Owner,2014,2494 cc,5 Seats,2.73 Lakh
Maruti Wagon R VXI BS IV,"81,929 kms",Petrol,Manual,3rd Owner,2011,1197 cc,5 Seats,1.66 Lakh
Hyundai Verna 1.6 SX,"56,538 kms",Diesel,Manual,2nd Owner,2011,1197 cc,5 Seats,3.81 Lakh
Renault KWID 1.0 RXL,"61,432 kms",Petrol,Manual,1st Owner,2018,1461 cc,5 Seats,2.69 Lakh
Hyundai Santro Xing GL Plus,"87,733 kms",Petrol,Manual,3rd Owner,2012,1086 cc,5 Seats,1.74 Lakh
Tata Zest Revotron 1.2T XMS,"1,12,991 kms",Petrol,Manual,3rd Owner,2015,1368 cc,5 Seats,2.41 Lakh
Maruti Swift Dzire VDI,"1,24,628 kms",Diesel,Manual,2nd Owner,2012,999 cc,5 Seats,2.98 Lakh
Toyota Innova 2.5 VX (Diesel) 7 Seater,"83,233 kms",Diesel,Manual,1st Owner,2015,998 cc,5 Seats,9.57 Lakh
Maruti Ignis 1.2 Zeta BSIV,"73,140 kms",Petrol,Manual,1st Owner,2017,1248 cc,5 Seats,4.83 Lakh
Hyundai i20 1.2 Magna Opt,"1,11,437 kms",Petrol,Manual,2nd Owner,2012,1197 cc,5 Seats,2.44 Lakh
Nissan Sunny Diesel XV,"1,74,529 kms",Diesel,Manual,2nd Owner,2013,1197 cc,5 Seats,2.58 Lakh
Hyundai i10 Era,"78,755 kms",Petrol,Manual,4th Owner,2011,1086 cc,5 Seats,1.74 Lakh
Hyundai Verna VTVT 1.4 E,"35,336 kms",Petrol,Manual,1st Owner,2018,1248 cc,5 Seats,6.75 Lakh
Renault KWID Climber 1.0 AMT,"11,755 kms",Petrol,Automatic,1st Owner,2019,1798 cc,5 Seats,4.29 Lakh
Maruti Wagon R LXI BS IV,"95,891 kms",Petrol,Manual,3rd Owner,2010,1497 cc,5 Seats,1.34 Lakh
Maruti Baleno 1.3 Zeta,"76,502 kms",Diesel,Manual,2nd Owner,2018,2143 cc,5 Seats,5.99 Lakh
Maruti Swift Dzire VXI,"29,526 kms",Petrol,Manual,2nd Owner,2021,1198 cc,5 Seats,6.58 Lakh
Hyundai i20 Magna,"59,650 kms",Petrol,Manual,2nd Owner,2012,796 cc,5 Seats,2.77 Lakh
Hyundai Getz 1.1 GVS,"1,22,236 kms",Petrol,Manual,5th Owner,2009,1495 cc,5 Seats,"95,157"
Maruti SX4 S Cross Zeta DDiS 200 SH,"44,641 kms",Diesel,Manual,1st Owner,2018,1197 cc,5 Seats,7.58 Lakh
Skoda Superb Elegance 1.8 TSI AT,"77,613 kms",Petrol,Automatic,3rd Owner,2010,1956 cc,5 Seats,3.08 Lakh
Honda City i VTEC CVT VX,"61,687 kms",Petrol,Automatic,2nd Owner,2015,1399 cc,5 Seats,6.83 Lakh
Mercedes-Benz CLA 200 CDI Sport,"1,44,496 kms",Diesel,Automatic,1st Owner,2016,1497 cc,5 Seats,16.36 Lakh
Honda Brio EX MT,"1,49,636 kms",Petrol,Manual,3rd Owner,2013,1197 cc,5 Seats,2.11 Lakh
Maruti Alto 800 LXI,"95,489 kms",Petrol,Manual,1st Owner,2015,1061 cc,5 Seats,1.99 Lakh
Hyundai Accent Executive,"1,55,835 kms",Petrol,Manual,4th Owner,2011,1198 cc,5 Seats,1.38 Lakh
Maruti Swift VXI,"51,371 kms",Petrol,Manual,1st Owner,2019,799 cc,5 Seats,5.48 Lakh
Jeep Compass 2.0 Limited 4X4,"57,400 kms",Diesel,Manual,1st Owner,2018,1368 cc,7 Seats,12.87 Lakh
Ford Figo Diesel Titanium,"1,46,439 kms",Diesel,Manual,1st Owner,2011,2400 cc,5 Seats,1.56 Lakh
Honda City 1.5 V MT,"69,733 kms",Petrol,Manual,1st Owner,2011,1461 cc,5 Seats,4.01 Lakh
Hyundai Xcent Prime T Plus CNG,"92,124 kms",Cng,Manual,2nd Owner,2018,1197 cc,5 Seats,4.19 Lakh
Maruti Wagon R LXI Minor,"85,191 kms",Petrol,Manual,3rd Owner,2008,1120 cc,5 Seats,"90,698"
Volkswagen Polo 1.2 MPI Highline,"1,57,151 kms",Petrol,Manual,2nd Owner,2014,1248 cc,5 Seats,2.97 Lakh
Renault KWID RXT Optional,"28,691 kms",Petrol,Manual,1st Owner,2018,1591 cc,5 Seats,3.35 Lakh
Fiat Linea T Jet Active,"81,350 kms",Petrol,Manual,3rd Owner,2011,1998 cc,5 Seats,1.20 Lakh
Volvo XC60 D5 Summum,"1,26,553 kms",Diesel,Automatic,1st Owner,2013,999 cc,7 Seats,15.56 Lakh
Nissan Terrano XL Plus 85 PS,"86,019 kms",Diesel,Manual,2nd Owner,2014,1196 cc,5 Seats,4.16 Lakh
Maruti Swift VXI,"22,511 kms",Petrol,Manual,1st Owner,2020,1199 cc,7 Seats,5.68 Lakh
Hyundai Grand i10 CRDi Sportz,"61,893 kms",Diesel,Manual,2nd Owner,2017,2499 cc,5 Seats,4.24 Lakh
Maruti Ertiga ZDI,"1,14,892 kms",Diesel,Manual,2nd Owner,2015,2143 cc,5 Seats,5.55 Lakh
Hyundai Verna VTVT 1.6 SX,"50,720 kms",Petrol,Manual,1st Owner,2019,1248 cc,5 Seats,7.71 Lakh
BMW 2 Series 220i M Sport,"18,000 kms",Petrol,Automatic,1st Owner,2021,1199 cc,7 Seats,40 Lakh
Skoda Kushaq 1.0 TSI Style 6 Airbags AT,"16,000 kms",Petrol,Automatic,1st Owner,2022,2179 cc,5 Seats,16.75 Lakh
Maruti Eeco 5 Seater AC 2020-2022,"80,000 kms",Petrol,Manual,2nd Owner,2020,1396 cc,5 Seats,4.15 Lakh
Honda WR-V i-VTEC VX,"17,000 kms",Petrol,Manual,1st Owner,2019,1248 cc,5 Seats,9 Lakh
Lexus NX 300h,"1,11,000 kms",Petrol,Automatic,1st Owner,2018,1186 cc,5 Seats,42 Lakh
Mercedes-Benz M-Class ML 250 CDI,"38,000 kms",Diesel,Automatic,2nd Owner,2015,1498 cc,5 Seats,28.50 Lakh
Maruti Ertiga SHVS VDI,"71,000 kms",Diesel,Manual,1st Owner,2017,1197 cc,5 Seats,7.71 Lakh
Honda Amaze V Petrol BSIV,"36,500 kms",Petrol,Manual,1st Owner,2017,1199 cc,5 Seats,6 Lakh
Mahindra XUV500 W8 AWD,"77,000 kms",Diesel,Manual,1st Owner,2013,1499 cc,5 Seats,5.90 Lakh
Hyundai i20 1.4 Asta Option,"68,000 kms",Diesel,Manual,1st Owner,2017,1172 cc,5 Seats,7.11 Lakh
Maruti Swift Dzire VDi,"1,10,000 kms",Diesel,Manual,2nd Owner,2010,1968 cc,5 Seats,2.30 Lakh
Hyundai Xcent 1.2 CRDi SX,"65,000 kms",Diesel,Manual,1st Owner,2018,995 cc,5 Seats,5.50 Lakh
Honda BR-V i-DTEC V MT,"77,000 kms",Diesel,Manual,2nd Owner,2017,1086 cc,5 Seats,7.50 Lakh
Hyundai Grand i10 Asta Option,"60,000 kms",Petrol,Manual,1st Owner,2015,1498 cc,5 Seats,4.50 Lakh
Tata Tiago XTA AMT,"2,640 kms",Petrol,Automatic,1st Owner,2002,1298 cc,5 Seats,6.10 Lakh
Ford Fiesta Petrol Titanium,"60,000 kms",Petrol,Manual,3rd Owner,2011,1493 cc,5 Seats,2.30 Lakh
Fiat Punto 1.2 Active,"80,000 kms",Petrol,Manual,1st Owner,2014,1197 cc,5 Seats,1.60 Lakh
Skoda Octavia 2.0 TDI AT Style Plus,"1,20,000 kms",Diesel,Automatic,3rd Owner,2016,1341 cc,5 Seats,9.30 Lakh
Chevrolet Spark 1.0 LT,"80,000 kms",Petrol,Manual,2nd Owner,2009,1497 cc,5 Seats,"56,000"
Hyundai Santro Xing XE,"25,000 kms",Petrol,Manual,1st Owner,2007,1353 cc,5 Seats,1 Lakh
Honda Amaze SX i-DTEC,"90,000 kms",Diesel,Manual,2nd Owner,2014,1120 cc,5 Seats,3.20 Lakh
Maruti Swift 1.3 LXI,"30,130 kms",Petrol,Manual,2nd Owner,2006,1248 cc,7 Seats,2.15 Lakh
Hyundai Verna SX Opt AT Diesel,"32,000 kms",Diesel,Automatic,1st Owner,2021,1995 cc,5 Seats,15.50 Lakh
Maruti Swift VXI,"13,000 kms",Petrol,Manual,1st Owner,2022,1199 cc,5 Seats,6.75 Lakh
Hyundai Getz GLS,"40,000 kms",Petrol,Manual,2nd Owner,2005,799 cc,5 Seats,1.10 Lakh
Hyundai Creta SX Opt IVT,"20,000 kms",Petrol,Automatic,1st Owner,2021,1298 cc,5 Seats,15.50 Lakh
Kia Seltos GTX Plus DCT,"16,000 kms",Petrol,Automatic,1st Owner,2021,2179 cc,5 Seats,16.51 Lakh
Hyundai Grand i10 CRDi Magna,"60,000 kms",Diesel,Manual,2nd Owner,2014,1461 cc,5 Seats,3.70 Lakh
Maruti Swift Dzire ZDi,"1,20,000 kms",Diesel,Manual,3rd Owner,2010,1086 cc,5 Seats,2.50 Lakh
BMW X1 sDrive20d,"1,20,000 kms",Diesel,Automatic,2nd Owner,2012,1193 cc,5 Seats,7.40 Lakh
Skoda Fabia 1.2L Diesel Elegance,"70,000 kms",Diesel,Manual,2nd Owner,2012,1196 cc,5 Seats,2.10 Lakh
Datsun RediGO T Option,"40,000 kms",Petrol,Manual,1st Owner,2017,1495 cc,5 Seats,1.80 Lakh
Maruti Swift Dzire VXi,"1,20,000 kms",Petrol,Manual,2nd Owner,2010,1498 cc,7 Seats,3 Lakh
Tata Hexa XTA,"90,000 kms",Diesel,Automatic,1st Owner,2017,1598 cc,5 Seats,10.51 Lakh
Nissan Micra Diesel XV,"90,000 kms",Diesel,Manual,1st Owner,2011,1198 cc,5 Seats,1.95 Lakh
Hyundai Santro Xing XG AT eRLX Euro II,"1,10,000 kms",Petrol,Automatic,3rd Owner,2006,1197 cc,5 Seats,1 Lakh
Tata Zest Revotron 1.2T XM,"1,10,000 kms",Petrol,Manual,2nd Owner,2015,1586 cc,7 Seats,2.80 Lakh
Maruti Eeco 5 Seater Standard BSIV,"89,511 kms",Petrol,Manual,1st Owner,2011,1493 cc,4 Seats,2.25 Lakh
Hyundai Accent Executive CNG,"1,20,000 kms",Cng,Manual,2nd Owner,2012,1248 cc,5 Seats,1.50 Lakh
Skoda Rapid 1.5 TDI AT Style Plus,"70,000 kms",Diesel,Automatic,2nd Owner,2016,1197 cc,5 Seats,6 Lakh
Skoda Rapid 1.6 MPI AT Elegance Black Package,"90,000 kms",Petrol,Automatic,2nd Owner,2014,1086 cc,5 Seats,3.90 Lakh
Honda Brio EX MT,"50,000 kms",Petrol,Manual,1st Owner,2013,1248 cc,5 Seats,3 Lakh
Maruti Ritz LXI,"1,32,000 kms",Petrol,Manual,2nd Owner,2011,624 cc,5 Seats,1.60 Lakh
Maruti SX4 Vxi BSIII,"80,000 kms",Petrol,Manual,3rd Owner,2008,1198 cc,5 Seats,1.75 Lakh
Mahindra Bolero Neo N10,"30,000 kms",Diesel,Manual,1st Owner,2021,796 cc,5 Seats,10.20 Lakh
Maruti Swift RS VDI,"1,00,000 kms",Diesel,Manual,1st Owner,2014,1461 cc,5 Seats,4 Lakh
Hyundai Grand i10 1.2 Kappa Magna BSIV,"15,000 kms",Petrol,Manual,1st Owner,2019,1798 cc,5 Seats,5.35 Lakh
Hyundai Santro Xing GL Plus,"1,20,000 kms",Petrol,Manual,2nd Owner,2015,1582 cc,5 Seats,2.20 Lakh
Maruti Ertiga VDI,"1,20,000 kms",Diesel,Manual,3rd Owner,2013,1493 cc,5 Seats,4 Lakh
Tata Nano Lx,"50,000 kms",Petrol,Manual,2nd Owner,2011,1390 cc,5 Seats,"35,000"
Honda Amaze SX i-VTEC,"70,000 kms",Petrol,Manual,2nd Owner,2014,2354 cc,5 Seats,4.40 Lakh
Maruti Alto 800 LXI,"35,000 kms",Petrol,Manual,1st Owner,2016,1598 cc,5 Seats,2.60 Lakh
Nissan Terrano XL Plus 85 PS,"70,000 kms",Diesel,Manual,1st Owner,2015,1590 cc,5 Seats,5 Lakh
Skoda Superb 1.8 TSI,"80,000 kms",Petrol,Automatic,1st Owner,2009,1995 cc,5 Seats,2.50 Lakh
Hyundai Creta 1.6 CRDi SX Option,"1,20,000 kms",Diesel,Manual,1st Owner,2016,1197 cc,5 Seats,9 Lakh
Hyundai Verna CRDi,"1,00,000 kms",Diesel,Manual,2nd Owner,2008,1590 cc,5 Seats,1.90 Lakh
Mahindra Renault Logan 1.4 GLX,"90,000 kms",Petrol,Manual,3rd Owner,2008,1582 cc,5 Seats,1 Lakh
Honda Accord 2.4 A/T,"1,00,000 kms",Petrol,Automatic,1st Owner,2012,814 cc,5 Seats,5.10 Lakh
Volkswagen Vento Diesel Comfortline,"1,10,000 kms",Diesel,Manual,3rd Owner,2011,936 cc,5 Seats,1.90 Lakh
Maruti Baleno LXI - BSIII,"90,000 kms",Petrol,Manual,2nd Owner,2006,1196 cc,5 Seats,1.30 Lakh
BMW X1 sDrive 20d xLine,"50,000 kms",Diesel,Automatic,3rd Owner,2016,1248 cc,5 Seats,21 Lakh
Hyundai Grand i10 Magna,"90,000 kms",Petrol,Manual,2nd Owner,2017,998 cc,7 Seats,3.55 Lakh
Maruti Baleno LXI,"90,000 kms",Petrol,Manual,2nd Owner,2006,1582 cc,5 Seats,1.30 Lakh
Hyundai Verna 1.6 SX CRDI (O) AT,"88,777 kms",Diesel,Automatic,2nd Owner,2015,1461 cc,5 Seats,5.49 Lakh
Hyundai EON Sportz,"65,239 kms",Petrol,Manual,2nd Owner,2012,1248 cc,5 Seats,1.83 Lakh
Chevrolet Beat Diesel LS,"88,741 kms",Diesel,Manual,2nd Owner,2014,1497 cc,5 Seats,1.52 Lakh
Maruti Eeco 5 Seater AC BSIV,"58,017 kms",Petrol,Manual,1st Owner,2016,2179 cc,5 Seats,3.15 Lakh
Maruti Ciaz VDi Plus SHVS,"70,076 kms",Diesel,Manual,3rd Owner,2016,995 cc,5 Seats,5.14 Lakh
Maruti Alto K10 VXI,"55,202 kms",Petrol,Manual,1st Owner,2018,1196 cc,7 Seats,3.36 Lakh
Hyundai Verna 1.6 CRDi EX MT,"99,681 kms",Diesel,Manual,2nd Owner,2012,999 cc,5 Seats,3.44 Lakh
Renault Duster 110PS Diesel RxZ,"88,189 kms",Diesel,Manual,2nd Owner,2013,1248 cc,5 Seats,3.96 Lakh
Tata Indica Quadrajet LS,"2,73,257 kms",Diesel,Manual,4th Owner,2011,1086 cc,5 Seats,"84,602"
Honda City i VTEC V,"1,04,062 kms",Petrol,Manual,2nd Owner,2014,1199 cc,5 Seats,5.09 Lakh
Mahindra XUV500 W8 2WD,"1,03,448 kms",Diesel,Manual,2nd Owner,2014,2179 cc,5 Seats,5.81 Lakh
Chevrolet Spark 1.0 LS,"73,672 kms",Petrol,Manual,2nd Owner,2013,1497 cc,5 Seats,1.34 Lakh
Maruti Eeco 5 Seater AC BSIV,"93,009 kms",Petrol,Manual,1st Owner,2017,1498 cc,5 Seats,3.15 Lakh
Renault Kiger RXT,"13,244 kms",Petrol,Manual,1st Owner,2021,999 cc,5 Seats,7.49 Lakh
Maruti Swift Dzire VDi,"1,28,999 kms",Diesel,Manual,2nd Owner,2010,1598 cc,5 Seats,2.33 Lakh
Hyundai i10 Magna 1.1,"75,722 kms",Petrol,Manual,3rd Owner,2010,1496 cc,5 Seats,1.65 Lakh
Honda Jazz VX CVT,"94,834 kms",Petrol,Automatic,1st Owner,2018,1499 cc,5 Seats,6.23 Lakh
Mahindra XUV500 AT W10 FWD,"93,453 kms",Diesel,Automatic,2nd Owner,2017,1582 cc,5 Seats,9.91 Lakh
Honda City i-VTEC VX,"26,352 kms",Petrol,Manual,1st Owner,2018,1197 cc,5 Seats,9.21 Lakh
Volkswagen Vento 1.5 TDI Highline AT,"80,746 kms",Diesel,Automatic,3rd Owner,2016,1497 cc,5 Seats,4.92 Lakh
Nissan Magnite XL,"5,973 kms",Petrol,Manual,1st Owner,2021,1199 cc,5 Seats,5.27 Lakh
Volkswagen Vento Diesel Highline,"1,18,137 kms",Diesel,Manual,3rd Owner,2011,1498 cc,5 Seats,2.27 Lakh
Toyota Etios G,"85,560 kms",Petrol,Manual,1st Owner,2011,1497 cc,7 Seats,2.68 Lakh
Ford Figo 1.5P Titanium AT,"69,693 kms",Petrol,Automatic,2nd Owner,2016,1197 cc,5 Seats,4.11 Lakh
Hyundai Creta 1.6 CRDi SX Option,"91,879 kms",Diesel,Manual,2nd Owner,2016,1197 cc,5 Seats,8.14 Lakh
Hyundai i20 Sportz Petrol,"1,25,403 kms",Petrol,Manual,3rd Owner,2010,1497 cc,5 Seats,2.02 Lakh
Honda City i VTEC VX,"71,434 kms",Petrol,Manual,1st Owner,2016,1582 cc,5 Seats,6.38 Lakh
Tata Tiago 1.2 Revotron XZ,"52,328 kms",Petrol,Manual,2nd Owner,2016,2179 cc,5 Seats,3.52 Lakh
Honda Amaze S i-Dtech,"65,027 kms",Diesel,Manual,2nd Owner,2014,1199 cc,5 Seats,3.71 Lakh
Tata Altroz XE Diesel,"4,553 kms",Diesel,Manual,1st Owner,2022,1598 cc,5 Seats,7.07 Lakh
Hyundai Grand i10 Sportz,"50,185 kms",Petrol,Manual,1st Owner,2015,1497 cc,5 Seats,3.85 Lakh
Hyundai i20 Petrol CVT Asta,"48,953 kms",Petrol,Automatic,2nd Owner,2018,1197 cc,5 Seats,6.82 Lakh
Honda City 1.5 S MT,"1,61,875 kms",Petrol,Manual,1st Owner,2011,1498 cc,5 Seats,3.26 Lakh
Hyundai Creta 1.6 CRDi SX,"1,01,585 kms",Diesel,Manual,1st Owner,2016,1396 cc,5 Seats,8.29 Lakh
Mahindra Scorpio S5,"27,924 kms",Diesel,Manual,1st Owner,2020,1950 cc,5 Seats,12.36 Lakh
Volkswagen Polo Diesel Comfortline 1.2L,"77,863 kms",Diesel,Manual,2nd Owner,2013,1498 cc,5 Seats,2.79 Lakh
Skoda Rapid 1.6 TDI Ambition,"1,40,141 kms",Diesel,Manual,1st Owner,2012,796 cc,7 Seats,2.75 Lakh
Honda City 1.5 S MT,"1,16,442 kms",Petrol,Manual,1st Owner,2009,1197 cc,5 Seats,2.89 Lakh
Hyundai i20 Magna 1.2,"46,329 kms",Petrol,Manual,1st Owner,2015,1197 cc,5 Seats,4.31 Lakh
Skoda Rapid 1.5 TDI Elegance,"97,702 kms",Diesel,Manual,2nd Owner,2015,1197 cc,5 Seats,4.35 Lakh
Hyundai i20 Sportz 1.4 CRDi,"84,533 kms",Diesel,Manual,2nd Owner,2015,1197 cc,5 Seats,3.88 Lakh
Mercedes-Benz E-Class Exclusive E 220 d BSIV,"1,15,372 kms",Diesel,Automatic,1st Owner,2018,1248 cc,5 Seats,40.98 Lakh
Volkswagen Vento 1.5 TDI Highline AT,"79,715 kms",Diesel,Automatic,2nd Owner,2016,1598 cc,7 Seats,5.51 Lakh
Maruti Alto 800 LXI,"2,69,930 kms",Petrol,Manual,1st Owner,2014,814 cc,5 Seats,1.46 Lakh
Hyundai i10 Magna,"84,561 kms",Petrol,Manual,2nd Owner,2013,1199 cc,5 Seats,2.57 Lakh
Maruti Swift Dzire VXI,"94,479 kms",Petrol,Manual,2nd Owner,2015,1248 cc,5 Seats,3.98 Lakh
Hyundai i20 Sportz 1.2,"65,723 kms",Petrol,Manual,1st Owner,2014,1599 cc,5 Seats,3.71 Lakh
Hyundai i20 1.2 Asta Option,"1,20,707 kms",Petrol,Manual,1st Owner,2018,1248 cc,5 Seats,5.88 Lakh
Maruti Ertiga SHVS VDI,"95,873 kms",Diesel,Manual,2nd Owner,2016,1197 cc,5 Seats,6.27 Lakh
Volkswagen Vento Diesel Highline,"98,439 kms",Diesel,Manual,3rd Owner,2011,1086 cc,5 Seats,2.31 Lakh
Hyundai EON Magna Optional,"80,310 kms",Petrol,Manual,1st Owner,2011,1248 cc,5 Seats,1.60 Lakh
Volkswagen Polo 1.2 MPI Comfortline,"23,677 kms",Petrol,Manual,1st Owner,2016,1197 cc,5 Seats,4.54 Lakh
Maruti Swift Dzire VDI,"1,36,782 kms",Diesel,Manual,1st Owner,2017,1196 cc,5 Seats,5.28 Lakh
Hyundai Verna Transform Xi,"76,491 kms",Petrol,Manual,1st Owner,2010,1197 cc,5 Seats,2.80 Lakh
Maruti Ertiga SHVS ZDI Plus,"45,991 kms",Diesel,Manual,1st Owner,2017,1197 cc,5 Seats,7.75 Lakh
Hyundai Grand i10 1.2 Kappa Magna BSIV,"13,481 kms",Petrol,Manual,1st Owner,2019,998 cc,5 Seats,4.96 Lakh
Hyundai Santro Xing GLS,"77,414 kms",Petrol,Manual,3rd Owner,2009,1186 cc,7 Seats,1.28 Lakh
Maruti Swift Dzire VDI,"48,182 kms",Diesel,Manual,1st Owner,2014,1248 cc,5 Seats,4.20 Lakh
Hyundai i10 Magna 1.2,"42,262 kms",Petrol,Manual,1st Owner,2010,998 cc,5 Seats,1.99 Lakh
Maruti Eeco 5 Seater AC BSIV,"1,26,761 kms",Petrol,Manual,2nd Owner,2013,1498 cc,5 Seats,1.93 Lakh
Maruti Swift Dzire VXI,"84,080 kms",Petrol,Manual,2nd Owner,2013,1120 cc,5 Seats,3.18 Lakh
Hyundai i10 Sportz,"55,961 kms",Petrol,Manual,3rd Owner,2011,1997 cc,5 Seats,2.17 Lakh
Maruti Wagon R VXI,"46,567 kms",Petrol,Manual,1st Owner,2020,1197 cc,5 Seats,5 Lakh
Hyundai Xcent 1.2 CRDi SX,"42,000 kms",Diesel,Manual,1st Owner,2018,0 cc,5 Seats,6.25 Lakh
Maruti Ciaz ZDi,"79,000 kms",Diesel,Manual,1st Owner,2015,1461 cc,7 Seats,6.11 Lakh
Maruti Wagon R LXI BS IV,"1,14,478 kms",Petrol,Manual,1st Owner,2017,1422 cc,5 Seats,3.11 Lakh
Honda WR-V i-DTEC VX,"1,04,931 kms",Diesel,Manual,1st Owner,2018,1197 cc,5 Seats,7.13 Lakh
Hyundai Grand i10 CRDi Magna,"63,467 kms",Diesel,Manual,1st Owner,2015,1498 cc,5 Seats,3.68 Lakh
Mahindra Scorpio 1.99 S10,"75,000 kms",Diesel,Manual,2nd Owner,2016,1197 cc,5 Seats,10 Lakh
Hyundai i20 Asta Option CVT,"30,000 kms",Petrol,Automatic,1st Owner,2020,2179 cc,5 Seats,8.20 Lakh
Tata Nexon EV Prime XZ Plus Dark Edition,"8,397 kms",Electric,Automatic,1st Owner,2022,1186 cc,5 Seats,13.39 Lakh
Renault Duster 85PS Diesel RxL Optional,"1,37,286 kms",Diesel,Manual,1st Owner,2014,1499 cc,5 Seats,4.07 Lakh
Skoda Fabia 1.4 TDI Ambiente,"1,05,768 kms",Diesel,Manual,3rd Owner,2010,1120 cc,5 Seats,1.16 Lakh
Hyundai i20 Sportz Plus,"48,000 kms",Petrol,Manual,1st Owner,2019,1498 cc,5 Seats,6.75 Lakh
Volkswagen Vento 1.5 TDI Highline AT,"74,088 kms",Diesel,Automatic,1st Owner,2016,1598 cc,5 Seats,8.50 Lakh
Maruti Eeco 5 Seater AC,"38,000 kms",Petrol,Manual,1st Owner,2019,1497 cc,5 Seats,5.35 Lakh
Mahindra XUV500 W10 2WD,"66,000 kms",Diesel,Manual,1st Owner,2015,1498 cc,5 Seats,8.50 Lakh
Hyundai Grand i10 1.2 CRDi Sportz,"52,000 kms",Diesel,Manual,1st Owner,2018,1196 cc,5 Seats,4.95 Lakh
Ford Aspire Titanium Plus Diesel,"54,000 kms",Diesel,Manual,1st Owner,2015,1197 cc,5 Seats,4.50 Lakh
Hyundai Grand i10 CRDi Magna,"54,000 kms",Diesel,Manual,1st Owner,2016,998 cc,5 Seats,4.50 Lakh
Volkswagen Vento 1.5 TDI Highline Plus,"55,000 kms",Diesel,Manual,1st Owner,2017,1461 cc,5 Seats,8.75 Lakh
Volkswagen Vento Diesel Highline,"68,000 kms",Diesel,Manual,1st Owner,2014,2354 cc,5 Seats,4.95 Lakh
Ford Ecosport 1.5 Petrol Ambiente BSIV,"26,339 kms",Petrol,Manual,3rd Owner,2018,1248 cc,8 Seats,5.73 Lakh
Ford Ecosport Sports Diesel,"50,044 kms",Diesel,Manual,1st Owner,2021,1197 cc,5 Seats,10.93 Lakh
Maruti Eeco 5 Seater AC BSIV,"99,569 kms",Petrol,Manual,3rd Owner,2016,1197 cc,5 Seats,2.56 Lakh
Hyundai i20 Sportz Petrol,"77,537 kms",Petrol,Manual,2nd Owner,2010,995 cc,5 Seats,2.40 Lakh
Maruti Wagon R LXI BS IV,"55,026 kms",Petrol,Manual,1st Owner,2013,998 cc,7 Seats,2.39 Lakh
Renault Pulse RxL,"73,081 kms",Diesel,Manual,1st Owner,2014,2494 cc,5 Seats,2.99 Lakh
Honda Accord 2.4 AT,"1,23,149 kms",Petrol,Automatic,2nd Owner,2010,1061 cc,5 Seats,3.05 Lakh
Maruti Swift Dzire VDI,"81,759 kms",Diesel,Manual,1st Owner,2015,796 cc,5 Seats,4.69 Lakh
Maruti Swift LXI BSIV,"58,766 kms",Petrol,Manual,1st Owner,2015,1248 cc,5 Seats,3.64 Lakh
Maruti Swift Dzire VXI,"74,886 kms",Petrol,Manual,1st Owner,2014,1497 cc,5 Seats,3.61 Lakh
Chevrolet Spark 1.0 LT,"74,008 kms",Petrol,Manual,4th Owner,2008,1198 cc,7 Seats,"73,784"
Maruti Wagon R VXI,"3,809 kms",Petrol,Manual,1st Owner,2022,1197 cc,5 Seats,6.40 Lakh
Toyota Innova 2.5 GX (Diesel) 8 Seater,"1,37,000 kms",Diesel,Manual,2nd Owner,2015,1197 cc,5 Seats,8.25 Lakh
Maruti Zen Estilo 1.1 LXI BSIII,"1,04,817 kms",Petrol,Manual,2nd Owner,2009,1120 cc,5 Seats,1.05 Lakh
Maruti Alto 800 LXI,"10,666 kms",Petrol,Manual,1st Owner,2020,1373 cc,5 Seats,3.45 Lakh
Maruti Swift VDI,"74,124 kms",Diesel,Manual,2nd Owner,2013,1956 cc,5 Seats,3.80 Lakh
